ID;answered_all;Duration..in.seconds.;RecordedDate;UserLanguage;Dem_age;Dem_gender;Dem_edu;Dem_edu_mom;Dem_employment;Country;Dem_Expat;Dem_state;Dem_maritalstatus;Dem_dependents;Dem_riskgroup;Dem_isolation;Dem_isolation_adults;Dem_isolation_kids;AD_gain;AD_loss;AD_check;Scale_PSS10_UCLA_1;Scale_PSS10_UCLA_2;Scale_PSS10_UCLA_3;Scale_PSS10_UCLA_4;Scale_PSS10_UCLA_5;Scale_PSS10_UCLA_6;Scale_PSS10_UCLA_7;Scale_PSS10_UCLA_8;Scale_PSS10_UCLA_9;Scale_PSS10_UCLA_10;Scale_SLON_1;Scale_SLON_2;Scale_SLON_3;OECD_people_1;OECD_people_2;OECD_insititutions_1;OECD_insititutions_2;OECD_insititutions_3;OECD_insititutions_4;OECD_insititutions_5;OECD_insititutions_6;Corona_concerns_1;Corona_concerns_2;Corona_concerns_3;Corona_concerns_4;Corona_concerns_5;Trust_countrymeasure;Compliance_1;Compliance_2;Compliance_3;Compliance_4;Compliance_5;Compliance_6;born_92;experience_war;experience_war_TXT;war_injury;loss_during_war;time_spent_in_war;time_spent_in_war_TXT;Scale_UCLA_TRI_1;Scale_UCLA_TRI_2;Scale_UCLA_TRI_3;Scale_UCLA_TRI_4;PS_PTSD_1;PS_PTSD_2;PS_PTSD_3;PS_PTSD_4;PS_PTSD_5;BFF_15_1;BFF_15_2;BFF_15_3;BFF_15_4;BFF_15_5;BFF_15_6;BFF_15_7;BFF_15_8;BFF_15_9;BFF_15_10;BFF_15_11;BFF_15_12;BFF_15_13;BFF_15_14;BFF_15_15;Expl_Distress_1;Expl_Distress_2;Expl_Distress_3;Expl_Distress_4;Expl_Distress_5;Expl_Distress_6;Expl_Distress_7;Expl_Distress_8;Expl_Distress_9;Expl_Distress_10;Expl_Distress_11;Expl_Distress_12;Expl_Distress_13;Expl_Distress_14;Expl_Distress_15;Expl_Distress_16;Expl_Distress_17;Expl_Distress_18;Expl_Distress_19;Expl_Distress_20;Expl_Distress_21;Expl_Distress_22;Expl_Distress_23;Expl_Distress_24;Expl_Distress_txt;SPS_1;SPS_2;SPS_3;SPS_4;SPS_5;SPS_6;SPS_7;SPS_8;SPS_9;SPS_10;Expl_Coping_1;Expl_Coping_2;Expl_Coping_3;Expl_Coping_4;Expl_Coping_5;Expl_Coping_6;Expl_Coping_7;Expl_Coping_8;Expl_Coping_9;Expl_Coping_10;Expl_Coping_11;Expl_Coping_12;Expl_Coping_13;Expl_Coping_14;Expl_Coping_15;Expl_Coping_16;Expl_coping_txt;Expl_media_1;Expl_media_2;Expl_media_3;Expl_media_4;Expl_media_5;Expl_media_6;Final_open;PSS10_avg;SLON3_avg;neu;ext;ope;agr;con;SPS_avg;Scale_UCLA_TRI_avg
44623;No;684;07/04/2020 10:02;PT-BR;63;Female;PhD/Doctorate;Up to 12 years of school;Full time employed;Brazil;no;Sao Paulo;Single;2;Yes;Isolated;2;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;3;3;4;3;1;3;4;2;3;2;3;2;3;5;5;2;5;10;5;5;2;5;NA;NA;NA;NA;2;5;NA;5;1;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.2;2.66666666666667;NA;NA;NA;NA;NA;NA;NA
44707;No;824;07/04/2020 09:42;PT-BR;32;Male;College degree, bachelor, master;College degree;Self-employed;Brazil;no;Sao Paulo;Married/cohabiting;0;Yes;Isolated;1;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;2;3;3;4;3;2;4;5;1;3;2;1;2;7;10;0;5;2;2;8;6;6;6;6;6;6;0;6;6;6;2;6;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;4;6;6;2;5;5;5;5;4;5;4;1;6;6;4;99;6;3;4;1;1;99;6;4;6;6;6;1;3;3;1;2;6;2;2;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.2;1.66666666666667;4.33333333333333;5.66666666666667;5;3.66666666666667;5.33333333333333;NA;NA
44787;No;18378;06/04/2020 14:10;PT-BR;43;Male;College degree, bachelor, master;Some College or equivalent;Not employed;Brazil;no;Minas Gerais;Married/cohabiting;3;Yes;Isolated;1;2;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;5;5;5;3;1;3;3;1;5;5;5;4;5;6;8;NA;5;5;6;8;7;6;6;4;6;6;5;6;6;6;1;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;5;6;6;1;6;6;6;6;2;6;4;3;6;6;6;6;6;1;6;6;6;6;6;6;6;6;6;1;1;1;6;6;6;6;1;6;6;NA;6;6;3;6;6;6;6;6;4;6;4;6;5;4;4;4;4;4;6;6;6;4;6;1;6;6;NA;6;6;6;6;6;2;NA;4.4;4.66666666666667;4.66666666666667;6;6;3;4.66666666666667;5.5;NA
44799;No;265;07/04/2020 09:07;PT-BR;44;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Full time employed;Brazil;no;Sao paulo;Divorced/widowed;1;Yes;Isolated;0;1;NA;NA;NA;2;2;2;4;2;4;2;3;2;2;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.7;1.66666666666667;NA;NA;NA;NA;NA;NA;NA
44806;No;849;07/04/2020 09:15;PT-BR;61;Female;College degree, bachelor, master;Up to 12 years of school;Self-employed;Brazil;no;Rio de Janeiro;Married/cohabiting;2;Yes;Isolated;3;NA;· If Program A is adopted, 200 people will be saved.;NA;No;1;2;3;4;3;2;4;4;3;1;1;3;3;8;9;7;4;4;4;9;7;6;6;5;6;4;4;6;5;5;2;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;5;6;6;2;4;5;3;5;6;6;3;5;6;6;5;99;6;4;4;4;5;99;5;6;6;5;2;1;1;2;4;3;1;4;1;4;1;NA;6;6;6;6;6;6;6;6;6;6;2;4;6;1;5;5;1;1;6;5;6;5;5;5;6;4;NA;3;2;1;2;2;3;NA;2.1;2.33333333333333;4;5.66666666666667;4;4.66666666666667;3.66666666666667;6;NA
44854;Yes;917;06/04/2020 09:05;PT-BR;35;Male;College degree, bachelor, master;College degree;Self-employed;Brazil;no;Rio de Janeiro;Other or would rather not say;1;Yes;Life carries on with minor changes;1;1;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;2;4;2;4;3;1;4;3;1;1;2;1;2;4;7;1;4;7;6;10;0;2;3;3;5;6;0;6;6;6;2;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;5;4;3;6;5;6;6;2;5;5;4;3;5;3;3;1;1;1;2;1;1;1;2;4;6;5;2;1;1;1;1;1;2;2;1;2;1;NA;6;5;2;5;5;5;6;4;6;6;1;2;2;2;2;4;6;3;5;4;4;1;4;6;2;1;NA;2;4;4;2;4;1;NA;2.1;1.66666666666667;2;2.66666666666667;5.66666666666667;5;4.33333333333333;5;NA
44855;No;389;07/04/2020 08:56;PT-BR;56;NA;College degree, bachelor, master;College degree;Self-employed;Brazil;NA;Rio de janeiro;Married/cohabiting;2;NA;Isolated;1;2;NA;· If Program C is adopted 400 people will die.;Yes;3;3;3;4;4;3;3;4;3;2;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.6;1;NA;NA;NA;NA;NA;NA;NA
44862;Yes;922;07/04/2020 09:04;PT-BR;27;Female;College degree, bachelor, master;College degree;Part time employed;Brazil;no;Paraná;Single;0;Yes;Life carries on with minor changes;4;0;· If Program A is adopted, 200 people will be saved.;NA;No;2;3;3;3;3;3;5;3;2;1;2;1;3;6;8;7;8;7;6;8;7;4;5;5;5;5;6;5;3;2;3;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4;2;3;3;5;3;4;3;1;5;4;3;4;5;4;3;99;5;4;4;5;3;99;5;4;6;5;4;2;4;3;4;5;4;3;2;6;2;NA;5;5;5;4;4;5;5;5;5;5;4;3;5;3;5;3;1;2;3;4;5;5;4;5;6;4;NA;4;4;2;4;2;2;NA;2.4;2;4;2.66666666666667;3.33333333333333;5;3.66666666666667;4.8;NA
44864;Yes;3460;06/04/2020 09:46;PT-BR;37;Female;PhD/Doctorate;Up to 12 years of school;Full time employed;Brazil;no;Minas Gerais;Married/cohabiting;3;Yes;Isolated;1;2;· If Program A is adopted, 200 people will be saved.;NA;No;5;5;5;3;2;5;1;1;5;5;4;2;5;2;7;1;8;8;10;9;8;4;6;5;4;4;5;6;6;6;5;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;4;2;5;5;2;5;5;1;2;2;5;5;1;5;5;6;5;6;6;3;1;5;6;5;5;5;6;6;5;6;5;6;5;5;5;5;5;4;NA;5;4;4;3;5;4;5;5;4;4;5;5;5;3;5;6;4;2;3;5;6;5;6;3;1;5;NA;6;4;6;3;6;1;medo de ficar sem emprego e sem comida;4.7;3.66666666666667;5;5;3.66666666666667;4;5.33333333333333;4.3;NA
44897;No;4446;07/04/2020 09:54;PT-BR;77;Female;Some College, short continuing education or equivalent;Some College or equivalent;Not employed;Brazil;no;RJ;Divorced/widowed;3;Yes;Life carries on with minor changes;4;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;Not sure;3;4;4;2;1;4;3;3;3;4;1;1;2;1;7;3;3;0;3;0;8;4;4;4;4;4;8;5;5;5;4;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;4;5;3;5;2;6;3;3;5;6;4;3;4;5;2;5;6;4;3;2;1;99;6;4;4;3;3;99;2;2;2;2;2;2;1;6;2;Me preocuopa a saude financeira do país;5;5;5;5;5;5;2;5;4;5;4;3;4;2;5;4;NA;NA;4;4;5;4;5;5;4;5;NA;2;2;2;5;3;2;"Nao  confio na ""história"" de como surgiu no mundo,o virus covid19.Muito estranho, e mais ainda, a oferta da China Comunista, com soluçoes  e outras oferta  na mesma época... MERECE INSTIGAÇAO  SÉRIA. A POLÍTICA  COMUNISTA  É  MENTIROSA  E PERIGOSA...E parece estar"" tomando conta do MUNDO"". Nao  sei se é verdadeiro:  "" fake news"" me parece manipulaçao  política.  No  Brasil, correm notícias  de que  a China Comunista  está  ""tomando"" ,""comprando ""  firmas de importância  para a populaçao,   aliás,  há  anos, no governo PT , houve um avanço  significativo de invasao  "" chineza""( objetos descartáveis). A Comunidade Internacional  sabe,  muito bem, tudo do que estou me referindo...e muito mais...";3.7;1.33333333333333;2.33333333333333;3.33333333333333;3.66666666666667;5;4;4.6;NA
44898;Yes;741;06/04/2020 08:52;PT-BR;38;Male;College degree, bachelor, master;College degree;Full time employed;Brazil;yes;NA;Single;0;Yes;Life carries on with minor changes;1;0;NA;· If Program C is adopted 400 people will die.;No;1;1;2;5;4;1;5;4;1;1;5;3;3;7;8;4;6;5;4;7;5;6;6;5;6;6;3;6;5;6;6;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;6;6;4;5;6;6;6;5;6;5;5;4;5;1;4;1;3;1;5;1;5;1;3;6;5;6;4;4;4;4;6;1;4;1;1;5;6;NA;5;6;6;1;2;6;4;6;6;6;4;6;6;6;6;4;4;4;4;5;5;5;6;6;1;5;NA;5;4;5;6;4;5;NA;1.3;3.66666666666667;1.33333333333333;4;6;4.33333333333333;4.33333333333333;4.8;NA
44934;No;1457;07/04/2020 08:54;PT-BR;24;Male;Some College, short continuing education or equivalent;Up to 12 years of school;Student;Brazil;no;Rio de Janeiro;Single;0;Yes;Life carries on with minor changes;2;NA;NA;· If Program C is adopted 400 people will die.;No;3;3;3;3;3;5;3;2;3;4;5;3;4;5;8;4;6;6;3;10;5;5;6;6;6;6;6;6;4;4;3;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;4;4;3;6;3;2;3;4;5;6;4;5;5;3;6;1;6;4;5;5;6;1;4;3;99;6;6;1;1;4;1;4;3;3;3;6;1;NA;6;5;5;6;6;4;6;6;5;4;3;3;5;3;6;4;6;6;6;4;4;3;4;6;6;5;NA;NA;NA;NA;NA;NA;NA;NA;3.4;4;3.33333333333333;2.66666666666667;2.66666666666667;4.66666666666667;3.66666666666667;5.3;NA
44965;No;886;07/04/2020 08:39;PT-BR;49;Female;College degree, bachelor, master;College degree;Self-employed;Brazil;no;RS;Single;0;Yes;Isolated;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
44977;Yes;1404;06/04/2020 08:44;PT-BR;51;Male;College degree, bachelor, master;College degree;Full time employed;Brazil;no;RJ;Married/cohabiting;3;Yes;Isolated;2;1;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;3;2;2;4;3;2;4;3;2;2;2;2;2;8;10;0;0;5;0;8;2;6;6;6;6;6;1;6;6;6;4;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;4;6;6;1;4;6;5;1;6;6;3;4;5;4;5;6;6;5;6;6;6;5;1;6;6;6;6;5;6;5;2;5;6;5;1;6;6;NA;5;2;5;5;5;5;5;5;5;5;4;1;5;1;5;4;2;2;5;5;6;5;5;5;6;4;O presidente Bolsonaro só fala e faz besteiras.;4;5;5;5;1;4;NA;2.3;2;3.33333333333333;6;5;6;3.66666666666667;4.7;NA
45021;Yes;1085;06/04/2020 08:28;PT-BR;49;Female;College degree, bachelor, master;Some College or equivalent;Self-employed;Brazil;no;Rio de Janeiro;Married/cohabiting;2;Yes;Isolated;4;1;· If Program A is adopted, 200 people will be saved.;NA;No;3;3;3;3;1;2;4;2;3;3;2;2;3;7;8;0;5;2;2;5;8;6;6;6;6;6;4;5;4;5;4;5;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;5;2;5;5;2;5;6;6;5;3;2;5;2;6;6;4;2;6;2;5;2;2;5;6;4;5;5;5;4;2;1;2;4;2;2;2;5;5;NA;5;5;5;5;6;5;5;5;6;5;2;5;5;5;5;5;2;5;6;5;5;5;5;5;4;5;NA;6;2;2;5;5;2;A sensaçao de que ninguém tem certeza de nada. Especificamente no Brasil, a irresponsabilidade e falta de lucidez do atual Presidente.;3.1;2.33333333333333;5.33333333333333;5;5.66666666666667;2.33333333333333;5.33333333333333;5.2;NA
45117;No;1127;07/04/2020 08:03;PT-BR;36;Female;College degree, bachelor, master;Up to 12 years of school;Self-employed;Brazil;no;Rio de janeiro;Single;0;Yes;Isolated;1;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;4;5;5;2;1;4;4;2;5;4;3;2;5;6;9;4;5;5;5;8;5;4;4;4;4;3;4;6;6;6;4;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;6;5;6;6;3;6;6;4;5;4;6;6;1;NA;6;6;4;6;6;4;4;6;1;6;6;6;6;6;4;4;2;5;5;6;6;1;4;4;Me preocupo com a populaçao de rua que nao pode se isolar e nao tem acesso ao básico;6;6;6;6;6;6;6;6;6;6;5;5;6;6;5;4;5;5;6;6;5;5;6;6;4;4;Exercícios físicos para me manter saudável mesmo que dentro de casa;5;6;6;6;6;1;Relaçoes sexuais, mudou completamente desde o covid, preliminares sao formas de contágio (beijo) tem um impacto direto na minha vida.;4.2;3.33333333333333;4;5.33333333333333;5.33333333333333;4;6;6;NA
45439;Yes;1667;06/04/2020 07:01;PT-BR;28;Female;Up to 12 years of school;College degree;Part time employed;Brazil;no;Sao Paulo;Married/cohabiting;3;Yes;Life carries on with minor changes;2;1;NA;· If Program C is adopted 400 people will die.;No;3;3;2;4;2;3;4;3;2;3;1;1;3;6;9;3;5;5;3;8;4;5;6;6;6;6;4;5;6;6;5;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;6;6;5;3;5;3;6;1;6;6;4;1;5;99;3;6;6;5;2;3;2;3;6;2;5;5;6;3;4;2;2;2;2;5;2;3;1;Nao poder tirar meu filho de 2 anos e 9 meses de casa;5;5;6;6;6;6;6;5;6;6;5;4;6;4;5;6;1;2;4;6;4;5;5;6;6;6;Estimular meu filho com brincadeiras dentro de casa;5;5;5;6;5;5;O que tem me deixado bastante tensa é a questao financeira, nao só minha, mas dos meus familiares, amigos, e colegas. Nao somos na maioria pessoas com uma posiçao financeira favorável, que nos mantenha bem, isolados por muito tempo e isso tem me preocupado.  Muitos já perderam seus empregos, já nao tem mais de onde tirar o sustento pra si e pros demais, e aí, o que vao fazer? É triste!;2.7;1.66666666666667;1.33333333333333;5;4.66666666666667;6;5;5.7;NA
45464;No;1054;06/04/2020 06:46;PT-BR;37;Male;Some College, short continuing education or equivalent;PhD/Doctorate;Full time employed;Brazil;no;Sao Paulo;Married/cohabiting;4;No;Isolated;2;1;NA;· If Program C is adopted 400 people will die.;No;5;3;4;3;2;4;2;2;4;3;2;4;5;4;6;0;1;2;3;3;1;5;5;5;6;6;NA;4;6;6;1;5;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;5;4;5;4;6;6;6;4;4;4;5;5;6;3;6;6;3;3;3;1;5;4;4;5;6;6;6;5;5;3;5;5;4;5;1;5;4;NA;5;5;5;5;5;5;3;5;5;5;1;3;6;3;6;4;1;1;6;2;3;4;5;4;1;2;NA;4;6;4;4;4;3;NA;3.8;3.66666666666667;3.33333333333333;4;6;3.66666666666667;4.33333333333333;4.8;NA
45469;Yes;1036;06/04/2020 06:44;PT-BR;59;Male;College degree, bachelor, master;Some College or equivalent;Part time employed;Brazil;no;Rio de Janeiro;Married/cohabiting;0;Yes;Isolated;2;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;2;2;3;4;4;2;5;4;2;2;3;2;3;7;9;0;7;7;8;9;5;5;5;5;5;5;7;5;5;5;2;5;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;2;5;5;5;2;5;5;5;3;5;5;4;5;5;5;5;99;5;5;5;4;4;99;5;5;6;5;5;6;6;5;2;5;5;6;4;5;6;NA;5;5;5;5;5;5;5;5;5;5;5;5;5;2;6;5;2;2;5;5;5;6;5;5;4;5;NA;6;6;6;6;6;4;NA;2;2.66666666666667;2.33333333333333;5;5;4.66666666666667;3.66666666666667;5;NA
45641;Yes;1827;06/04/2020 06:25;PT-BR;41;Female;Some College, short continuing education or equivalent;Up to 12 years of school;Self-employed;Brazil;no;Sao Paulo;Married/cohabiting;2;Yes;Isolated;1;1;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;Not sure;5;4;3;3;2;4;3;2;3;3;2;2;4;6;7;1;3;1;1;6;4;3;5;5;6;5;2;6;6;6;3;3;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;3;6;6;6;1;6;5;5;4;6;6;4;3;4;6;5;6;4;4;6;2;2;2;5;5;6;6;6;1;5;2;3;6;6;4;1;5;5;NA;6;5;6;6;5;6;6;6;5;6;3;6;4;5;4;5;3;4;4;6;4;5;5;6;5;4;NA;6;4;4;6;6;5;NA;3.6;2.66666666666667;3.33333333333333;6;5.33333333333333;5;4;5.7;NA
45677;No;821;07/04/2020 06:02;PT-BR;21;Male;Some College, short continuing education or equivalent;College degree;Not employed;Brazil;no;Rio de janeiro;Single;0;Yes;Life carries on with minor changes;2;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;4;3;4;2;3;3;2;3;4;2;5;3;5;6;9;3;4;5;5;10;6;4;4;4;4;4;3;4;4;5;6;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;3;4;6;3;4;2;4;5;3;6;5;3;5;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.4;4.33333333333333;3.66666666666667;4;3.66666666666667;5;3;NA;NA
45740;No;874;06/04/2020 05:46;PT-BR;40;Female;PhD/Doctorate;Up to 12 years of school;Full time employed;Brazil;no;Rio de Janeiro;Divorced/widowed;0;Yes;Life carries on with minor changes;1;0;· If Program A is adopted, 200 people will be saved.;NA;No;1;1;1;5;3;1;5;5;1;1;3;NA;1;5;5;2;4;2;1;1;1;1;4;4;6;6;3;6;6;6;1;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;6;5;2;5;5;6;6;5;5;6;4;2;5;1;1;99;6;4;2;2;1;99;6;2;3;4;4;1;1;4;1;2;1;2;1;2;5;O pânico generalizado me aflige, tenho evitado notícias.;5;5;5;5;5;5;5;6;6;5;1;2;4;1;5;4;1;1;4;4;2;2;5;5;5;1;Cuidar da casa e fazer coisas que vinha adiando;1;4;4;4;2;1;Tanto a imprudencia quanto a covardia sao vícios. A virtude da coragem está no meio, como diria Aristóteles. Há que se tomar o cuidado devido| mas sem ansiedade ou pânico. A morte, nossa e de quem amamos faz parte da vida e está, na maioria das vezes, fora do alcance do nosso controle. Ninguém controla a vida, no máximo gerenciamos.;1.2;2;1;3;5.66666666666667;4.33333333333333;4.66666666666667;5.2;NA
45804;No;14431;07/04/2020 09:17;PT-BR;52;Female;College degree, bachelor, master;Up to 6 years of school;Full time employed;Brazil;no;Rio de janeiro;Single;1;Yes;Isolated;0;0;NA;· If Program D is adopted there is 1/3 probability that nobody will die, and 2/3 probability that 600 people will die.;No;2;1;2;5;2;1;3;3;2;1;1;1;1;7;8;2;4;4;4;6;6;4;5;5;6;6;4;6;5;5;1;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;6;4;3;4;6;2;5;3;6;3;4;6;3;5;2;2;2;1;1;6;1;1;1;2;5;6;5;6;5;5;2;3;1;1;1;2;5;2;NA;6;6;6;6;6;5;NA;5;NA;6;4;1;5;1;5;5;1;1;5;5;4;5;5;6;6;5;NA;5;2;5;2;2;2;NA;2;1;4.33333333333333;2.66666666666667;3.33333333333333;2.66666666666667;5;5.75;NA
45914;Yes;1738;07/04/2020 05:20;PT-BR;46;Male;Up to 12 years of school;None;Self-employed;Brazil;no;Rio de Janeiro;Single;0;No;Isolated;0;0;· If Program B is adopted, there is 1/3 probability that 600 people will be saved, and 2/3 probability that no people will be saved;NA;Not sure;2;2;2;5;4;2;4;4;2;3;3;2;2;7;8;8;5;5;6;8;8;6;6;6;6;6;9;6;6;6;1;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;5;5;5;4;4;5;5;2;5;5;2;4;5;5;5;5;2;5;5;2;5;5;5;5;5;5;5;5;4;2;2;5;5;2;5;5;5;NA;6;6;6;6;6;6;6;6;6;6;5;4;6;5;5;5;3;3;5;5;5;5;5;5;5;5;NA;5;5;5;5;2;6;Pessoas no meu bairro ainda nao leva o caos a sério.  Continuam como estivéssemos numa vida normal. Isso me incomoda muito,  Porém tento orienta los..;2;2.33333333333333;1.66666666666667;4.33333333333333;4.66666666666667;5;3.33333333333333;6;NA
46254;Yes;967;06/04/2020 04:05;PT-BR;43;Female;College degree, bachelor, master;Up to 12 years of school;Full time employed;Brazil;no;Rio de Janeiro;Married/cohabiting;2;Yes;Isolated;2;2;NA;· If Program C is adopted 400 people will die.;No;1;2;1;4;4;3;5;4;2;2;1;1;2;8;7;6;7;3;6;9;8;4;5;5;6;6;9;6;6;6;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;6;6;6;2;6;4;5;1;5;6;4;3;6;2;2;4;4;3;1;2;2;3;6;4;3;5;6;2;2;2;1;4;3;4;2;5;1;NA;6;6;5;6;6;6;5;6;6;6;3;5;6;3;5;4;1;2;4;5;4;6;6;5;6;5;NA;5;3;3;5;2;3;NA;1.8;1.33333333333333;1.33333333333333;5.66666666666667;5;5.66666666666667;4.66666666666667;5.8;NA
